Genes	sup35_mut_1	sup35_mut_2	sup35_mut_3	sup35_mut_4	sup35_wt_1	sup35_wt_2	sup35_wt_3	sup35_wt_4
NTA1		660.159	1482.23			2067.18	2058.98	1033.42
NTE1		1310.12					1037.48	294.988
NTF2		7140.57	8664.5	32199.3		13712.3	6791.4	10375.4
NTH1		2481.15	3147.6	7765.1		1596.48	1582.88	1316.76
NTO1		327.272						
NUC1		1389.5	756.257			985.586	413.675	1403.3
NUD1								
NUG1		6369.22	3239.42	16733.4		6908.21	7419.05	2543.86
NUM1		1732.26	1020.83	1115.01		12309.2	1363.52	1754.65
NUP1								
NUP100		452.694	617.947			669.363	128.024	
NUP116		1768.93	679.166					103.432
NUP120		256.143	250.144			574.854	507.547	242.421
NUP133		1071.24	890.958	4492.76		1094	577.437	914.073
NUP145		563.47	2004.63	2626.4		3523.05	1715.07	512.858
NUP157						3380.46		
NUP159			2033.77				2191.28	1273.73
NUP170		1089.06	743.135			1344.57	1269.53	1431.53
NUP188			470.132			1263.57		703.104
NUP192		1240.96				1279.03	444.91	394.795
NUP2		1638.27	1330.28	1287.12	11291.3	1281.15	1042.54	2133.56
NUP42				2135.2		312.552		
NUP49		473.708					192.265	259.823
NUP53			315.293					
NUP57		442.206	411.788			906.593	805.964	201.425
NUP60		1636.92	1588			3130.33	986.798	800.541
NUP82		891.813	824.433	2180.54		1859.29	506.585	1431.59
NUP84								
NUP85		326.839	447.862	1258.82		974.427	274.552	822.763
NUR1								
NUS1		641.403						251.139
NUT1			789.622			868.372		185.404
NUT2			678.58	1029.24		1046.96		
NVJ2		1685.53				6600.92	1910.01	461.526
NYV1		163.827				283.844	88.5476	
OAC1		3752.59	2057.56			3638.57	3942.2	1020.97
OAR1								
OCA1		644.497	463.835	3168.2		1691.89	1085.28	844.936
OCA2		571.194				356.446	977.966	122.79
OCA5		1130.16	772.943				841.736	
OCH1		890.463	520.642				480.786	573.501
OCT1		1743.41	2791.21			3077.39	936.73	
ODC1		1601.28	442.78			1105.62	939.341	264.904
ODC2		3053.79	2517.68	7523.16	29825.1	3264.62	2992.85	1249.55
OLA1		10863.7	10574.6	35198.5		16823.5	10550.1	12304.2
OLE1		2934.87	1778.5	7239.04	43317.4	2558.52	2771.33	2003.19
OM14								
OM45		1447.91	1339.1			1684.23	3155.39	1040.32
OMA1		2237.43						
OMS1		989.311	5756.91					
OPI1						1512.59		816.802
OPI10		1837.37	1275.72			1147.5	990.956	1272.61
OPI3		3925.8	2805.04	4508.53		7946.23	4932.47	1180.18
OPT1						311.997		
OPY1								
ORC1								
ORC3								
ORC4		673.093	608.651				2740.8	
ORC5								
ORC6								
ORM1								
ORM2		772.526						125.306
ORT1		1409.32						492.836
OSH2		727.306	487.629			1013.37	687.223	488.991
OSH3		835.034	171.212				261.921	492.332
OSH6		737.201	1455.97				1436.6	305.017
OSH7		614.4	793.171			1696.19	887.803	513.646
OSM1		2938.84	1458.58			3749.27	2159.64	1928.6
OST1		1345.72	1276.21	6543.66		1497.99	1179.03	967.631
OST2								130.696
OST3		1551.7				1524.41	1741.8	763.834
OST5		136.638						
OST6		376.571				620.926	489.18	1076.65
OSW7		670.999	276.016			1767.11	986.023	220.648
OTU1		322.855	767.599			1775.62	586.187	492.449
OTU2		487.081					455.235	
OXA1		499.603					708.799	
OXP1		1382.85	431.903					241.441
OXR1				1109.59				
OYE2		5857.86	11007.4	5838.22	11879	10944.5	7443.74	6820.91
OYE3		962.259	265.205					
PAA1		4405.52	6546.02	9097.76	24429.3	11289.5	2483.28	8614.33
PAB1		8709.6	6607.41	14985.6	35253.6	13442	7815.68	11372.3
PAC10		276.612	907.681				580.992	388.117
PAD1		692.718	230.092		3669.48		480.996	1646.27
PAF1		1518.1	582.67				823.075	774.427
PAH1			1579.21					985.109
PAL1			475.455					67.4936
PAM1		984.773	317.933				179.434	
PAM16		747.51	970.837	1389.94		1215.98	833.054	381.496
PAM17								368.224
PAM18		1008.03	559.204			1568.59	916.347	600.852
PAN1		720.957	650.458				830.724	306.966
PAN3								193.22
PAN5		6526.88	6662.68	12344.5		13431.6	9431.88	6172.48
PAN6		691.988	2130.46	2140.68		859.206	1369.61	888.149
PAP1		636.829	803.656			958.434	512.106	653.078
PAR32		3425.64	2605.87				3355.88	1442.66
PAT1		1825.59	770.531	5452.85		2630.42	932.602	949.666
PBA1			335.592				465.324	506.656
PBI2		2000.34	2821.66		42648.5	25226.3	2619.58	3308.93
PBN1		1138.35	676.644			4893.44	11210.6	378.497
PBP1		609.507						
PBP4		313.086	666.817					233.7
PBS2		1330.87	530.328				553.379	191.772
PBY1						744.207	1394.21	784.313
PCC1		3710.18	1576.61			3522.62	3136.38	2225.66
PCK1		711.92	272.245					521.728
PCM1		2014.66	3376.25	11451.8	20852.8	3966.07	1994.01	1856.38
PCP1								
PCS60		4965.72	3810.61	8540.95		3523.45	3450.43	2665.44
PCT1		3781.2	1034.97			2266.69	4531.08	481.266
PDA1		5169.26	6217.5	21755.8	12181	10861.2	4858.32	8271.96
PDB1		3768.91	7087.92	30193.2	38362.5	7504.14	6323.62	6608.85
PDC1		169487	212072	765863	363288	237569	193096	213106
PDC5		6280.42	12378.7		9731.62	2575.22	8452.14	9046.53
PDE1						1046.13		
PDE2		703.451	815.155	4487.99		2732.94	915.372	794.644
PDH1		6602.46	6576.65	16645.9		7939.48	3889.42	3068.62
PDI1		17309.3	22272.7	112036	72202.4	36475.8	19412.8	17226.8
PDR1								
PDR11		5905.08						
PDR12		9234.41	3132.18	14621.4		12362.7	6829.08	2732.08
PDR16		1588.58	771.664			3055.43	1490.53	1451.5
PDR17							916.78	
PDR5		2496.31	3250.27			5205.26	3064.87	2068.98
PDS5		370.815				821.292	305.082	348.526
PDX1		4990.65	4307.31	43329.5		14922.8	6465.41	2180.25
PDX3		3008.1	3813.28	2657.59		10837.1	3098.73	2917.91
PEA2			837.851					
PEF1								
PEP1		3204.89	1807.89	2356.79		3333.62	2229.86	1331.82
PEP4		7152.9	7568.89	9137.19		11249.3	8391.77	8556.26
PEP5		343.468				2138.68	626.565	
PEP8						1190.41	326.252	
PER1		574.007					447.607	
PER33		486.509	548.044					360.67
PET10		2106.45	2529.76	7374.13		11444.1	3753.45	2275.25
PET100								
PET111								
PET112		1384.11	5626.71				620.422	
PET117			94.6072				86.3723	
PET122								
PET123		2654.8	2268.25	36176.4		11530.6	3513.97	8621.71
PET127		1142.84					281.031	
PET130								
PET18							328.276	
PET191		544.236	1027.59				1535.6	792.157
PET309			906.607					
PET494								
PET54		2009.86	854.625					
PET8							649.875	
PET9		18592.2	16397.6	72021.1	28011.2	12975.7	13421.5	11160.8
PEX1		164.605					404.09	
PEX11		5152.4	3020				2536.18	905.292
PEX13								
PEX14			684.887			611.16	268.806	301.878
PEX17		7064.76	5490.41			3432.3	4849.96	
PEX19			290.308	613.034		146.664	440.629	
PEX2								
PEX22			2112.54				989.113	1616.27
PEX25		784.888	585.747			1201.03	1575.05	254.751
PEX27				1189.94		367.84		
PEX29							449.729	
PEX3		201.01						
PEX30							659.961	293.621
PEX31								
PEX4								
PEX5								326.593
PEX6		1340.1	1305.82			919.285	649.784	481.926
PEX7						616.821		
PEX8								
PFA4								
PFD1		542.926	611.614			971.74	1088.1	407.386
PFF1		1061.12	491.08			1676	922.577	336.091
PFK1		20278	29149.3	99187	45301.9	33937.6	25020.6	23862.7
PFK2		15550.1	28074.6	150904	85637.1	34966.2	18303.1	32739.6
PFY1		4790.44	11904.6	104046	8229.06	10056.3	7148.55	7114.18
PGA1							629.36	
PGA2								
PGA3		686.831	989.634			1200.22	891.056	981.723
PGC1			409.008			2894.69	667.414	565.549
PGI1		30404.3	30163.8	35776.1	52399.7	72934.7	42567.7	44181.8
PGK1		109681	175742	187539	428537	222787	162024	192835
PGM1		5753.17	5686.97	31483.9	36419.5	6158.04	3652.36	4721.39
PGM2		1860.21	2185.01	10041.8		2340.42	3370.38	3603.57
PGS1								258.927
PHA2		518.662	773.492	4330.61		512.722	669.174	475.977
PHB1		3158.42	2186.04	5389.22	16841.4	3723.71	2846.99	1997.07
PHB2		6811.84	5837.1	7420.66	37318.6	6954.42	3069.46	2081.03
PHM8		395.033				876.048	819.084	
PHO13		2459.59	2224.23	7214.37	20644.5	5790.61	2515.44	2236.88
PHO3		741.937	1499.52	4633.4		639.098	664.31	
PHO8		3658.82	3037.54	5895.63		5713.95	2902.29	2754.57
PHO81				1891.97		905.222		
PHO85		1028.39	804.184			1083.47	884.695	830.723
PHO86		4623.37	1382.2			3255.41	2691.25	1600.82
PHO87						413.956		
PHO88		4044.18	3466.17			2797.32	2671.66	2897.13
PHO90		392.516				802.099	644.76	
PHO91		997.318	478.099				1105.09	549.618
PIB2		1232.56				3197.22	2411.5	2951.1
PIC2								
PIF1			216.768					
PIH1								
PIK1		318.322						254.759
PIL1		10087.1	9159.64	22778.5	5399.05	18848.6	16585.2	11190.6
PIM1		2743.02	2038.11	13421.2		7841.51	3203.08	1614.91
PIN4			16.5112					295.764
PIR1								
PIS1		802.662	360.066			3295.6	1670.38	778.797
PKC1		907.71					227.403	357.301
PKP1								
PKP2								269.166
PLB1		1725.89	2083.37			1538.71	1902.56	1260.82
PLB2								438.948
PLP2		587.68	709.044			1300.12	600.108	738.438
PMA1		2918.39	2406.27	15435.8	22858.4	8028.24	1593.6	1703.1
PMC1		3524.32	1052.33			2590.41	3198.39	1200.13
PMI40		3561.84	6906.67	4820.09		4713	4077.93	8233.51
PMR1		1863.34	699.735			1411.15	1598.78	623.676
PMT1		5363.44	2240.13	51668.5		5960.24	4351.21	2120.5
PMT2		2399.39	861.357			1718.92	2679.54	1173.29
PMT3								302.566
PMT4		1655.32	1433.85			7501.11	896.097	776.438
PMT5								
PMT6			248.273				1075.67	214.967
PMT7								
PMU1		1610.09	1171.72			5482.15	1296.39	1434
PNC1		5066.07	5249.65	6775.2	6325.06	10128.8	8275.01	3361.96
PNG1						433.418	71.1766	707.501
PNO1		618.047	386.036				428.27	382.727
PNP1		1350.37	3416.77	4087.15		5226.46	1187.76	2393.2
PNT1		211.162						127.878
POA1		4676.2				1900.8		412.269
POB3		1177.27	970.389			3763.53	2008.3	2393.39
POC4								388.925
POF1		720.296	896.041			2181.41	754.991	1410.73
POL1						1046.56		
POL12								526.154
POL2		276.208						
POL3		891.513	435.136			1109.14	938.919	392.919
POL30		3922.89	9763.84	57080		11274.4	6977.23	8543.45
POL31			1000.98			3094.35		2645
POL5		2408.12	1039.56	1349.7		2234.49	1972.75	566.492
POM152		2875.5	814.521			1571.52	862.833	1595.32
POM33		1004.08	437.686				777.091	587.412
POM34								
POP2			345.481				704.616	
POP3			470.425			357.595	732.603	
POP6		729.741	615.186	778.143		1336.13	1022	228.757
POP8		652.242	1073.45				907.504	
POR1		2117.27	2491.9	70511.8	18551.6	8612.42	3999.21	4896.33
POR2		265.018	300.177			1429.7	823.889	800.975
POS5		1887.11	1595.07	7722.57		1519.34	1967.19	1637.31
PPA2		4761.54	6577.74	12688.9		5717.46	3793.44	1343.77
PPE1		939.382		642.797		418.259	927.872	656.772
PPH21				4985.57				395.19
PPH22		550.927	708.883	7186.77		268.723	385.451	967.246
PPH3			470.148			1270.53	600.853	1336.08
PPM1		789.909	850.301	9136.4		1152.72	956.128	758.016
PPM2		138.442	274.582					143.919
PPN2								109.793
PPT1		1643.66	1343.41	13828.6	3310.48	3243.23	2465.18	1340.2
PPX1		5285.47	6224.24	10699.4	39257.4	4523.62	6157.34	2491.01
PPZ1			601.264	2874.22		845.621	131.164	278.3
PPZ2								
PRB1		1320.04	1784.32	627.928	15329.9	4844.84	1669.02	2423.47
PRC1		2638.03	4289.03	30520.5		7319.64	3325.1	2523.81
PRD1		4036.8	6454.47	26329.7		7305.96	4337.22	2623.97
PRE1		2504.21	1507.63			5096.42	2914.56	2738.33
PRE10		6358.79	13164.6	149267		18015.5	15108.6	7050.93
PRE2		1621.41	2882.92	9887.13	24231.4	2430.48	2769.97	2792.63
PRE3		934.588	1763.72	76468		2013.37	1427.53	1781.06
PRE4		4817.72	3321.11	6742.47	2066.01	2050.71	4200.18	1861.79
PRE5		5625.46	4785.03	5916.69		4067.2	5136.41	5069.37
PRE6		2152.34	2600.08	18508.9		3037.16	3552.08	2657.89
PRE7		1670.45	2842.87	21745.9		1531.9	1307.61	2237.44
PRE8		1245.56	2164.2	4465.12		1942.49	2206.98	1974.41
PRE9		5539.46	6532.81	30525.4	26782	8123.2	5891.89	6294.58
PRI1		1007.68	720.134			644.291	771.299	428.617
PRI2		515.077						
PRM10		416.841						
PRM15		908.34	757.4			1166.09	650.434	447.683
PRO1		2493.34	1263.31	5648.77		2294.59	2083.62	2425.72
PRO2		1824.63	2874.91	17381	6689.61	3591.29	3122.41	2576.03
PRO3		3241.9	4329.07	14802.7		16173.4	2442.1	5700.43
PRP11						979.853		
PRP18		159.414	291.545			1004.96	454.582	
PRP19			503.39				349.617	647.206
PRP28		1432.65				711.583	1115.11	
PRP43		924.812	624.826	4944.36		1651.24	669.18	492.316
PRR2								
PRS1		2890.69	1763.83	6616.46		3918.85	2147.01	1841.58
PRS2		2213.47	1313.85	4661.35		9728.54	2465.02	1209.83
PRS3		6182.35	4125.23	11894.2		5217.21	3433.08	2926.75
PRS4		2751.99	957.248	4490.35		5358.73	1645.45	1089.53
PRS5		1437.64	1315.36	6897.28	17973.9	2913.27	1706.44	1284.49
PRT1		2412.93	1434.41	3826.02		4224.92	2820.21	1307.41
PRX1		5045.65	5539			2510.05	3547.16	3102.4
PSA1		10304.3	7778.2	57676.9	43920.1	18254.8	9977.21	11212.9
PSD1		1301.54	3063.1			1251.59	2676.61	1342.65
PSE1		6985.41	5894.81	20999.3		6367.01	5456.56	2496.41
PSF3		1433.27	880.283			2022.6	627.717	181.604
PSG1		1336.87	739.738		2656.31	1956.64	1166.96	623.416
PSK1						216.217		
PSK2								
PSP2		582.394	766.952	2952.53		343.009	697.639	
PSR1		322.592	205.801			268.679	460.181	
PST1		520.332	1668.77	2838.81				407.113
PST2		4626.15	4291.2	14791.9	48413.8	9999.45	8639.86	6928.39
PSY2		633.226	829.017	2296.45		1054.43	688.057	624.049
PSY4		462.222	210.351			532.803	997.334	
PTC1		725.998	588.574			1075.71	310.065	744.318
PTC2		1015.18	894.109			1938.18	1296.45	1648.1
PTC3		1103.28	916.239	5769.98	8984.54	1792.16	1234.97	1297.99
PTC4			865.179	3605.24				550.96
PTC5		1590.97	418.614		63666.2	2438.48	1149.24	479.831
PTC6			177.453					481.729
PTC7		850.905	1900.47			6713.1		774.279
PTH1								
PTH2		691.171	825.982				1475.88	429.006
PTI1						322.761		
PTK2		322.526						
PTM1		3262.13	2747.03			3427.35	3480.04	1772.35
PTP1		784.083	357.635	1544.92		1315.23	876.538	444.587
PTR2		2807.57						
PUB1		824.03	2054.96	5590.9		2394.38	1062.98	3397.91
PUF2								
PUF3			2802.11					334.033
PUF4		288.601				396.814	411.462	635.162
PUF6		1967.03	1195.75			4470.6	1663.35	1775
PUN1			610.829					500.295
PUP1		1213.27	1548.95				2278.51	710.892
PUP2		1369.08	3079.13	18156.8		877.371	1470.06	2892.72
PUP3		2215.06	2883.37	11074.9		3234.19	3009.51	2779.64
PUS1		6708.37	3444.21	22928.5		4173.07	3829.04	3570.78
PUS2								4252.89
PUS4		886.969	822.315			3550.97	624.008	866.173
PUS5								
PUS6		1077.78	805.726			1411.39	1101.2	
PUS7		2155.72	2124.04	2027.86		709.032	1298.61	1269.67
PUS9		807.178				1810.51	704.89	582.486
PUT2		2539.25	2222.9	20246	65118.6	3732.24	2595.1	1807.76
PWP1		5338.97	4867.51		25573.9		3486.8	2621.06
PWP2		1138.45	1016.73	4420.66		2161.44	1409.03	1151.76
PXP1			219.281					620.119
PXP2			566.127				1037.1	1180.43
PXR1			380.051					
PYC1		1946.12	1841.14	11130.5		2385.99	1580.79	1317.47
PYC2		2449.24	2351.54	13627	7670.68	3311.3	2594.16	2251.09
PYK2		2453.25	3414.68	16929.6		2196.77	3885.75	2428.56
PYP1		6604.82	7882.02	26557.2	31465.5	7848.72	5999.47	4566.37
QCR10		685.289	1218.03				595.932	
QCR2		7747.73	10016.1	74913.1	10614.3	22859.6	6270.12	10755.4
QCR6		1222.51	5807.99		13748.3		8974.39	
QCR7		5079.02	4743.73	19161.3	35931.7	5269.42	4794.1	3051.54
QCR8		3209.78	1683.57				719.191	
QCR9			600.396					
QDR2								
QNS1		7622.28	8841.97	16901.1		22235.4	10726.1	6271.89
QRI1		2725.4	3343.15	16876.7		4545.69	2832.2	2189.91
QRI7								809.778
RAD23		1575.38	5161.64				1807.07	4616.71
RAD24		10308.9	1984.93					2591.45
RAD27		425.166					254.067	485.587
RAD3								
RAD5								
RAD51		267.004	457.965			1547.73	491.745	573.56
RAD6			610.276					440.2
RAF1								
RAI1		2743.45	2744.21	8377.19		7571.41	2549.21	1322.46
RAM1		473.888					358.529	308.328
RAM2		234.649	777.925				1555.67	777.629
RAP1		786.721	691.127	1146.26		4626.53	964.986	855.574
RAS1		360.903	876.457			1171.18		1332.2
RAS2		3562.74	1702.09	15993.2	9925.38	2324.16	2228.32	2298.11
RAT1		664.29	515.347				292.008	637.611
RAX1			971.537			1640.65	901.833	
RAX2			1351.52					
RBA50		530.586	324.159	972.923		244.1	649.967	130.164
RBG1		1759.77	1496	8437.71	13546.2	1581.24	633.817	699.629
RBG2		923.746	949.435	4498.63		1426.25	808.92	1287.46
RBK1		753.628	792.249			1885.38	734.132	650.471
RBL2		1323.07	1455.32		8836.76		1508.71	1483.03
RCF1		1087	659.575			4173.5	1336.14	233.939
RCF2		476.87	897.056				651.9	399.283
RCK2		1393.82	975.19			1144.88	884.367	1027.25
RCL1		1330.19	882.29	133.344			784.606	667.812
RCM1		1393.69	305.186					194.062
RCN1		246.058	787.143			216.697		
RCN2		991.41	900.467				941.356	948.583
RCR1								
RDH54		2708.15	989.966			1196.47		
RDI1		5570.24	4307.32			6752.05	4754.94	3483.63
RDL1		1948.45	1269.16			2953.93	1355.22	3026
RDL2		2627.8	1110.61			8902.51	1443.8	3640.01
REB1		1354.51	926.321			1781.57	2225.87	521.886
REE1		2708.31	2668.26	3843.22		4601.32	3251.06	869.448
REG1		133.669	229.619				134.853	914.662
REH1		5676.13	676.826				3788.17	1261.07
REI1		1671.87	1216.58				909.4	791.933
REP1		886.44	499.971				1153.23	675.062
REP2								
RER1		450.642	619.486				869.241	517.501
RER2			1728.52			3115.99	1096.29	1521.94
RET1		2059.9	1567.22	10060.4		1569.35	1750.35	1246.47
RET2		1533.85				1607.08	1488.49	581.346
RET3		607.486	663.191			840.693	1338.9	926.951
REX2		2105.98	2390.57	11186.9		3795.79	2590.61	1791.76
REX4		1115.97					236.778	
RFA1		1336.94	2401.47			2046.5	2026.9	1888.08
RFA2		1672.04	526.03		13542.6	1287.87	929.901	904.85
RFA3		1172.53	697.19	4035.58		1144.25	939.298	585.668
RFC1		653.81	587.624				502.057	
RFC2		745.971					405.078	148.816
RFC3						632.625	918.08	122.522
RFC4		364.659	403.823			903.492	933.392	329.456
RFC5		231.782	676.239				1191.82	204.835
RFS1		1835.78	3331.55	20124.3		3609.43	1806.39	
RFT1								
RGA1								
RGD1			305.453			796.789		337.31
RGD2		483.11	374.299				945.3	315.209
RGP1								
RGR1		724.491	1035.29			370.753	264.637	124.553
RHB1		1565.84	733.719	3092.6		1676.99	802.066	740.811
RHO1		12049.6	12011.9	9369.56	9374.27	10364.4	5348.24	9638.29
RHO2		1771.67	1335.58					1313.34
RHO3		2015.45	4362.63	4825.78		872.78	989.568	2631.63
RHO4								
RHO5		259.91	763.679					1031.63
RIA1		1149.42	448.768			718.959	789.082	369.992
RIB1		1271.68	832.083			1164.39	739.454	670.097
RIB2		589.982	589.057			472.349	548.474	
RIB3		11053.5	17470.4	76031.9	8058.15	25758.8	15264	6858.15
RIB4		4202.33	8891.07	3464.63		14883.6	9290.02	7733.57
RIB5		2846.48	5172.02	17034.7		3881.43	4068.42	3652.66
RIC1								
RIM1		1557.59	5887.78	40274.4	114417	7714.94	1405.12	4015.75
RIM11		1172.85	639.878			1463.71	889.715	
RIM15						319.1		
RIM2		839.855						754.772
RIM20			217.39			577.65		1086.55
RIO1		909.11				856.583	754.381	833.414
RIO2		2177.7	1141.01			1632.19	1959.72	981.212
RIP1		1641.18	1144.62			2324.26	1213.49	1863.15
RIT1								
RIX1		3809.28	2229.15	7442.71		3123.64	1654.71	1488.87
RIX7		967.508				1350.81		
RKI1		2136.35	2907.32	15772.5		1702.01	1983.16	2902.02
RKM1		593.578		1549.6		489.733	205.623	
RKM2		420.305	416.2			872.551		
RKM3			6510.8					
RKM4		487.208	227.046				208.07	303.317
RKR1		279.297		1547.02		1087.1	606.915	335.029
RLF2							198.876	276.773
RLI1		5526.81	3367.45	1837.05	27155.6	9969.42	4498.66	3324.55
RLP24		1429.65	1134.96				982.345	652.678
RLP7		1374.36	669.081				1021.49	1187.18
RMD1			344.539					
RMD8		436.885	248.198					284.83
RMD9		1633.98				1911.09	735.102	1326.95
RML2		672.118	597.889			666.757	766.783	706.812
RMP1		505.525					537.505	
RMT2		600.995	639.977	1988.79		532.864	231.431	640.556
RNA1		5256.77	9124.31	27474.4	23605.1	10924.3	4352.83	7223.11
RNH1								
RNH70		1078.09					440.117	
RNQ1		478.529	543.552				867.079	1050.68
RNR1		6694.26	2479.74	19910	33301.9	16515.9	4610.9	4307.47
RNR2		11083.5	25184.4	52711.5	39298.1	21645.7	15680.3	11966.7
RNR3								
RNR4		11906.2	13617.3	61174.6	34114.3	18658.1	11982.5	8235.26
RNY1		1558.41	882.687	3113.17		1410.72	1057.28	663.126
ROD1								
ROK1		602.057	231.699					
ROT1								
ROT2		2365.86	1981.18			3282.62	2193.22	921.425
ROY1						688.268	1351.05	1042.27
RPA12			1051.89					276.093
RPA135		5258.96	3579.05	15194.6		4419.99	3836.18	2922.2
RPA14		3801.43	2208.04				3177.2	304.783
RPA190		5885.77	3613.07	21987.7	56660.9	5383.98	4384.46	2925.25
RPA34		1940.95	1171.98				2002.77	991.301
RPA43		699.117	873.489			837.399	483.483	1199.68
RPA49		1372.73	1002.68				1416.3	1275.5
RPB10		902.645	1846.5			554.341	1548.35	1432.9
RPB11		2433.58	1717.73			7856.51	3812.83	2556.14
RPB2		4421.03	3949.48	22281.6		6513.79	4421.15	3908.02
RPB3		1057.68	1009.78	1776.14			383.68	920.722
RPB4		705.774	959.338	2829.47		1814.21	1380.25	1142.77
RPB5		3224.13	2227.78	16484.7		3423.26	2213.81	3014.64
RPB7		205.105	627.475	27172.5			125.883	552.605
RPB8		1797.72	3004.93	19460.5		10767.8	1494.29	2037.1
RPC10		895.519	397.749					924.837
RPC17		377.404	147.654					78.8288
RPC19		1303.15	1478.21			1953.36	1303.03	1189.43
RPC25		153.056	271.912	2731.21		1101.66	445.438	290.458
RPC31		347.236	485.392			1883.69	520.774	656.408
RPC34		96.4384	88.9918				224.668	49.4976
RPC37		1612.95	534.629				1042.84	789.765
RPC40		2492.54	2687.04	15572.1		3924.66	3103.39	2567.34
RPC53		6975.76	1932.95			4220.14	4638.78	1431.69
RPC82		1648.34	1898.14	2018.41		1979.24	722.34	601.085
RPD3		1177.32	871.486			2936.27	1124.24	538.305
RPE1		2815.96	2042.8		8671.27	3856.55	2453.59	1087.06
RPF1		536.996	342.031				326.709	723.076
RPF2		2077.91	1198.2	2311.27		3510.44	1607.7	1067.22
RPG1		3288.73	2011.68	21803.9		4433.49	2449.11	1638.63
RPL10		160204	99342	124672	167285	83902.9	112964	122688
RPL13A		487.559	352.063				758.288	71.9561
RPL13B		15956.9	8683	5050.61	35905.2	6304.53	3308.18	4360.48
RPL14B		8924.6	18377.9	3180.88		1270.01	10411.9	21277.6
RPL15A		11711.8	63981.4		22891.6	1893.6	31167.6	21114.3
RPL15B		2815.78	1501.59				1693.99	292.007
RPL16A		7074.89	10385.3	49779.9	22789.9	18776.4	7920.99	7098.63
RPL16B		22808.6	24381.2	61172.3	53032.5	36641.4	15369.4	20788.3
RPL17A		42940.2	35815.5				48457.9	21494
RPL17B		75735.2	38097.6				48292.1	24993
RPL21A		5483.15	3845.63		23380.8		9103.05	5332.26
RPL21B		1819.84	1365.54		5066.99		3559.08	1731.97
RPL22A				31880.3	24871.1		652.607	3282.91
RPL22B			312.777					
RPL24A		5091.59	10457.4		2228.26		6857.08	10411.9
RPL24B		3495.67	8323.92	2367.45			3965.02	8186.2
RPL25		25315.6	19992.4	55042.8	50448.3	12590.1	17102.1	18988.9
RPL26A		16287.6	13682.6				2459.01	11529.7
RPL26B		39119.9	8285.72		31333.3		23658	6668.66
RPL27A		8272.52	682.54		12702.1		2755.02	1820.44
RPL28		32274.3	35839	31852.2	66263	17436.6	41897.5	31950.2
RPL29		9659.49	13712.2		27197.5		4373.57	29115.8
RPL3		55868.6	31525.1	27956.3	84822.4	12805.8	28055.1	23184.5
RPL30		13335.7	10337.7	8398.62	9878.78	15590.3	7322.16	10619.3
RPL31A		1290.94	4013.94				3092.12	35040.8
RPL31B			2919.31					9037.1
RPL32		50118.4	25357.4	31625.4	38981.4	37954.7	34714.6	13069.5
RPL33A		12224.2	22206.7		13521.5	3454.56	10437	28527.8
RPL33B		6099.76	1803.29				2321.35	3607.43
RPL34A		301.472						
RPL36A		3640.42	3956.38					734.516
RPL36B		6139.51	1239.95					1679.79
RPL37A		354.027	3243.93				397.044	391.509
RPL37B		744.429	1333.17				305.164	
RPL38		19417.3	14458	12694.1	30492.1	15419.7	9367.15	17056.2
RPL39		32255.2	11871.3		17160.5		13671.3	2355.14
RPL4A		49909.7	38745.4		50837		40220.4	34267.3
RPL4B		42163.4	21399.1		38314.8		31076.9	17362.6
RPL5		118999	101984	441483	146247	63425.1	104055	113853
RPL6A		8348.77	9534.45			424.2	4181.11	12063
RPL6B		8839.71	8677.18				9870.74	10326.7
RPL7A								
RPL7B			959.813					3161.1
RPL8A		9875.42	17740.8		37130.4	829.201	6704.05	10941.3
RPL8B		55104	31268		64510.9		27894.1	24957.3
RPL9A		1541.97	834.624	48008.1		1902.61	957.154	971.947
RPL9B		282.901		13613.8				315.249
RPM2		2235.6						215.932
RPN1		10304.4	13052.6	37328.1	31973.5	19381	8831.55	6254.74
RPN10		1416.53	2254.64	4613.19		5539.03	2262.55	2947.55
RPN11		3445.14	5678.13	30035.1		3674.18	3471.58	4016.95
RPN12		1478.1	2398.43	8576.07		3311.04	2227.52	1928.48
RPN13		6685.87	6657.25	3996.62		12174.3	8732.83	8696.08
RPN14								481.766
RPN2		3968.06	2873.24	18286.1		4483.83	3627.36	2610.39
RPN3		6774.71	6077.28	2293.35		16471.6	8910.41	6286.58
RPN5		2336.23	2053.2	16919		3564.92	2612.4	1262.37
RPN6		9480.03	12556.7	38066.2		10374.4	8647.9	7167.31
RPN7		1647.83	3010.62	9564.2		1245.52	1574.1	2658.97
RPN8		3260.41	5747.19	28479.8		6651.18	3777.33	3819.3
RPN9		1710.22	2831.9	2737.31	6562.86	3455.61	2364.1	1552.7
RPO21		4795.33	4405.38	28978.3		6637.17	4564.35	3162.39
RPO26		1248.26	4089.61				2459.5	2283.8
RPO31		2178.25	1129.92	6318.37		3163.43	1806.65	1224.41
RPO41		808.315	834.072	2246.93		1203.43	2138.41	
RPP0		42744.3	37024.5	23320.9	39962.8	50823.9	34939.2	59722.2
RPP1		317.116				126.34	213.971	
RPP1A		23177.3	40203.7	60017.7		40654.9	42681	972.526
RPP1B		1741.35	7503.6	23053	6577.3	2203.96	2288.62	5169.58
RPP2A		21419.3	39846.3	83562.3	29145.2	32968.5	27440.3	30772.6
RPP2B		17681	48526.9	254043	78209.2	23559.8	32464.7	26763.5
RPS0B								
RPS10A								
