""	"Prot"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"DPH1"	"DPH1"	-2.36824927595361	9.11040707446173	-4.68036357689704	0.00459784539489487	0.131276413343895	-1.89703427847398
"YLR225C"	"YLR225C"	1.25811190138988	10.9865437503338	4.63357830580958	0.00480665538158129	0.135678772361908	-1.90917456458447
"HSL7"	"HSL7"	3.21133154739829	9.85544565820786	4.56570900902667	0.00512925653989769	0.142214189322185	-2.02385829009421
"PEX6"	"PEX6"	0.864175659895042	8.12615137202333	4.56097169751503	0.00515268801891973	0.142214189322185	-2.04778921944319
"MRPS17"	"MRPS17"	2.4964426703612	9.76861523140087	4.53869876770978	0.00526451485634903	0.143703900034846	-2.05213340476158
"YIL002W-A"	"YIL002W-A"	-1.13465029695338	8.34740784795683	-4.47141177162978	0.00561965452571037	0.147744415127482	-2.05293041339078
"GLK1"	"GLK1"	-1.05323544397363	13.8080323071721	-4.51753751338268	0.00537334967493657	0.145080441223287	-2.06976646722598
"YFR006W"	"YFR006W"	0.84296399427198	10.9427777400016	4.46580813646497	0.0056504506590623	0.147744415127482	-2.0725371472339
"MET10"	"MET10"	-3.00038660695347	11.3469730988553	-4.47297721132438	0.00561108572101661	0.147744415127482	-2.11091659587377
"UBC5"	"UBC5"	-1.01916461940754	12.3107399397825	-4.41528048326314	0.00593705616929401	0.152037603345632	-2.13601630726515
"DFG5"	"DFG5"	2.24711789362958	9.70302195132074	4.43244420760669	0.00583786904746715	0.151054861603213	-2.16249934454578
"RHO1"	"RHO1"	1.05669499820186	13.2404860495103	4.35381256384926	0.00630846282809395	0.159761529217045	-2.21426570196458
"REI1"	"REI1"	1.52258718303865	8.66239875365843	4.07055617353126	0.00840290295611345	0.195072999467157	-2.24612520411962
"MNN5"	"MNN5"	1.6914834102657	8.51175650215976	4.15824530083995	0.00767961098654612	0.185741451660416	-2.32414664119429
"MRPL27"	"MRPL27"	1.46960701506423	8.61976014429718	4.02566645790929	0.00880304548293909	0.202470046107599	-2.35121923297906
"YOR020W-A"	"YOR020W-A"	1.69869689134501	8.45721126511393	3.8241154536007	0.0108887145812812	0.237259359823705	-2.38384723970672
"PAR32"	"PAR32"	1.09991670009272	10.8808389849985	4.14427236705266	0.00778995472386626	0.186060072443113	-2.42528385265427
"HMO1"	"HMO1"	-0.823469254319938	12.7140549528273	-4.20308267179724	0.00733740164723264	0.182261056917259	-2.43173712391394
"EMW1"	"EMW1"	-2.15066864313552	9.26204305844656	-4.1763611019818	0.00753919788424667	0.185419480638304	-2.4476596843664
"RPS22A"	"RPS22A"	1.78006081799233	11.6626848477096	4.11538820901718	0.00802383817531809	0.189821085976096	-2.46796487906578
"PEX22"	"PEX22"	2.33437170537298	9.62425193731632	4.15541211165646	0.00770183958173223	0.185741451660416	-2.46995476258252
"LYS4"	"LYS4"	0.819060146937107	11.6381392994582	4.0777429166757	0.00834078556026539	0.195072999467157	-2.54590805790116
"RGR1"	"RGR1"	1.4707017688347	7.34281566324854	3.99688730971172	0.00907099142217028	0.206718740299734	-2.65226308058863
